musaID,toPredict,distance_to_city_hall,distance_to_nearest_metro,distance_to_nearest_hospital,distance_to_nearest_school,distance_to_nearest_park,distance_to_nearest_water,NAMELSAD,Percent_Bachelor.s.degree.or.higher,Estimate_Mean.family.income..dollars.,Percent_Management..business..science..and.arts.occupations,Percent_Different.state,Percent_With.private.health.insurance,Percent_White.alone,LPSS_PER1000,HPSS_PER1000
19030,MODELLING,35530.55079,4560.897075,5408.973419,1291.573433,1315.808989,7251.271648,Census Tract 277,10.8,55345,31.2,15.3,50.3,2.4,49.63235294,0.91911765
19031,MODELLING,14287.21258,3025.314346,6286.075454,1912.056383,815.911983,6115.832344,Census Tract 168,7.2,26392,25.1,19.5,31.6,14,70.94133697,3.75170532
19032,MODELLING,13989.1935,1723.139306,5771.606258,734.5309122,832.8351549,4756.039007,Census Tract 167.02,6.3,47191,12.8,8.7,33.6,7,66.54991243,1.31348511
19033,MODELLING,5054.216797,3084.47125,3390.885055,1245.16639,920.8343334,2541.036524,Census Tract 134.02,83,197472,74.3,48.1,91.5,72.1,15.23178808,4.13907285
19034,MODELLING,26852.42133,6367.903458,6478.408166,602.0499495,1150.96689,4369.66865,Census Tract 242,30.6,120481,42.6,23.7,48.4,17,20.68252327,1.2926577
19035,MODELLING,34324.92355,2305.894659,4620.997168,609.6124088,164.5171152,1731.271395,Census Tract 274.01,13.4,69106,23.6,21.1,45.9,2,22.92490119,0.98814229
19036,MODELLING,37594.13285,6122.754547,5731.801864,1630.371042,1505.789209,1874.496986,Census Tract 272,27.3,109838,39.6,18.9,66.5,1.9,3.26797386,1.08932462
19037,MODELLING,33406.06464,7988.600987,8548.35465,430.4509926,941.3511743,5519.085967,Census Tract 246,23,67096,32.2,21,25.8,12.4,19.86754967,3.67917586
19038,MODELLING,38667.13001,3528.453251,9581.542406,1683.832099,821.494793,7589.8233,Census Tract 317,11.6,73442,26.3,7.2,49.9,27.7,11.09570042,1.38696255
19039,MODELLING,19614.5654,2891.026303,9607.614665,1025.956991,1482.745231,4372.988313,Census Tract 81.02,14.5,67386,21.1,14.9,42.7,16.8,56.2962963,4.44444444
19040,MODELLING,21433.17657,2777.023708,11471.78005,1151.106628,741.2020989,2604.241842,Census Tract 83.02,16.5,62647,29.2,10.7,50.7,2.3,30.49907579,0
19041,MODELLING,35576.88929,2491.858358,5147.235912,1504.392229,1410.638355,5659.495277,Census Tract 302,10.1,78799,25.4,20.9,46,21.8,36.93444137,1.38504155
19042,MODELLING,34824.71896,3316.420144,5606.661601,985.9675297,1105.359727,1421.190666,Census Tract 274.02,5.1,91544,19.8,10.5,44.7,7.8,9.45945946,0.56306306
19043,MODELLING,13910.65957,877.9986088,4433.201767,554.5761759,280.8854346,5213.195941,Census Tract 86.02,33.4,86801,43.2,24.2,45.8,26.9,37.82735209,7.03200776
19044,MODELLING,35233.86175,1902.210228,5324.653042,1222.80171,862.9323105,5304.431307,Census Tract 302,10.1,78799,25.4,20.9,46,21.8,19.45525292,1.21595331
19045,MODELLING,39534.39862,9517.352734,10363.95944,512.0471881,962.0089973,6012.599937,Census Tract 264,17.3,77995,30.1,9.6,52.3,1.2,28.40909091,0.47348485
19046,MODELLING,40296.88703,9879.575357,10731.64264,1050.867912,898.9702223,5202.11154,Census Tract 264,17.3,77995,30.1,9.6,52.3,1.2,9.24415443,0.40783034
19047,MODELLING,40044.51554,7812.641566,9065.147974,1082.060772,2058.32759,3633.506382,Census Tract 266,15.4,61448,19,8.6,53.5,0.8,34.43113772,2.24550898
19048,MODELLING,37802.05633,5111.606926,6564.035893,859.3061721,1584.573045,4042.644389,Census Tract 267,13.3,65363,27.2,20.2,47.1,0,133.3333333,9.25925926
19049,MODELLING,47348.32674,23379.27078,965.5329519,1029.127758,933.5452833,1190.229941,Census Tract 385,75.6,286356,61.2,35.7,83.1,88.3,2.31124807,2.11864407
19050,MODELLING,19010.69841,1968.149804,3933.695594,1565.877878,234.3628513,4493.519098,Census Tract 176.02,4.6,41343,21.6,10.5,9.3,4.4,47.58757436,2.4785195
19051,MODELLING,14161.23492,4473.824009,5061.86707,853.2918203,1927.057683,3428.781482,Census Tract 107,14.7,59869,22.3,12.5,47.8,6.3,44.59691252,4.71698113
19052,MODELLING,12390.66717,1835.557502,2561.624685,1332.201637,739.8640486,4525.905203,Census Tract 92,50.5,73771,44.6,15.9,58.1,19.8,19.5035461,3.54609929
19053,MODELLING,21907.07837,12064.76047,9602.406543,1414.984691,995.6396287,1848.531923,Census Tract 66,6.2,53696,9.3,6.3,59.9,4.4,44.89795918,4.84693878
19054,MODELLING,24817.51845,17457.44244,10793.00023,1312.940923,464.8568386,3271.977804,Census Tract 60,18.2,61332,29.7,4.2,66.5,9,9.01352028,0.62593891
19055,MODELLING,31976.12346,7808.046238,3423.598681,1526.935074,205.3848294,426.1218618,Census Tract 290,17.9,53669,24.1,6.3,30.8,3.1,17.50841751,3.36700337
19056,MODELLING,28506.09899,7357.12342,5641.324739,1225.558441,368.9997594,2629.500189,Census Tract 288,8.7,39976,24.3,9.7,34.9,6.3,25.39981185,2.11665099
19057,MODELLING,24568.94618,16330.61528,9674.7007,233.4411702,513.2237955,2558.440869,Census Tract 60,18.2,61332,29.7,4.2,66.5,9,27.93296089,0.55865922
19058,MODELLING,11001.14091,5874.478457,6012.591733,2113.639537,1163.11695,2462.177397,Census Tract 27.02,58.7,123689,71.7,20.9,82.7,75.5,34.82587065,3.9800995
19059,MODELLING,20493.68336,3444.40546,8053.620456,1909.833472,1119.316303,4145.514304,Census Tract 179,19.5,48492,22.9,14.5,30.5,30.1,32.84950344,2.48281131
19060,MODELLING,32991.63424,5956.879826,6536.972916,1896.168011,910.6912093,7125.414978,Census Tract 247,18.3,58534,27.5,10.7,43.9,4.2,13.69863014,2.20156556
19061,MODELLING,31109.42115,6851.893611,7214.708565,1761.64893,1480.901182,5517.195794,Census Tract 247,18.3,58534,27.5,10.7,43.9,4.2,23.05159166,4.66520307
19062,MODELLING,23868.06101,4220.097252,4015.220118,790.4825472,1784.722705,7419.105491,Census Tract 383.01,10.4,47841,10.4,6.2,20.4,6.7,76.13469985,2.92825769
19063,MODELLING,47446.12231,14009.81587,10628.83035,1887.179994,801.9285718,2189.495575,Census Tract 330,21.4,78458,28.8,8.5,47.7,31.6,12.32227488,0.9478673
19064,MODELLING,48564.24943,14808.19061,9768.863055,865.0689178,263.5713367,1453.801884,Census Tract 329,22.4,67986,38.6,4.7,57.1,42.3,11.52737752,1.92122959
19065,MODELLING,72173.66533,37024.13315,7545.371769,1136.4019,147.7083999,260.175844,Census Tract 362.02,30.4,137859,34.1,9.5,78.5,78.8,6.91775557,0.76863951
19066,MODELLING,77066.57864,41908.17663,4295.167798,1206.604903,107.8439111,1354.558642,Census Tract 363.03,23,113761,51.1,3.2,86,82.8,2.97619048,0
19067,MODELLING,12109.6214,3734.224111,4177.578186,875.2242416,204.0891878,5381.150736,Census Tract 41.03,18.6,56128,23.3,6.4,35.3,16.8,21.85314685,1.38403263
19068,MODELLING,25357.25326,16555.50237,8946.202003,960.0760155,868.6796044,1703.456878,Census Tract 60,18.2,61332,29.7,4.2,66.5,9,19.17545542,0.23969319
19069,MODELLING,22990.1727,11438.90003,2112.062169,702.9186508,1176.26455,1457.789868,Census Tract 207.01,80.7,163171,76.6,36.1,86.3,76.4,4.09836066,0.29274005
19070,MODELLING,73414.90025,38267.11327,7895.308615,742.0054652,1041.647474,969.6820562,Census Tract 363.02,23.6,83011,31.8,7.3,66.6,62.8,4.23985463,0.60569352
19071,MODELLING,36539.78723,5298.508526,4617.93196,1272.462125,1886.365084,5922.699478,Census Tract 390.01,13.3,48149,21,8.3,40.7,7.6,25.32833021,1.87617261
19072,MODELLING,6733.949402,804.1646918,4157.784109,1684.075555,344.2921687,1760.071959,Census Tract 367,82.6,271316,77.6,38.2,93.6,76.3,21.77751619,3.67863449
19073,MODELLING,5984.422399,578.9284013,3834.574291,673.0993636,794.7539821,6459.399226,Census Tract 23,64.8,179538,62.4,31.6,75.9,71.4,53.33333333,24.88888889
19074,MODELLING,8917.245661,2710.842924,3157.102477,588.8153739,1250.033724,4981.565064,Census Tract 28.02,54,128443,57.5,23.4,66.6,60.7,65.43778802,9.67741935
19075,MODELLING,24689.77318,16715.10165,9968.53488,376.6338504,156.810749,2718.754797,Census Tract 60,18.2,61332,29.7,4.2,66.5,9,30.79416532,0.40518639
19076,MODELLING,20467.02416,5479.425055,8924.245761,521.7925686,551.7682105,2179.768059,Census Tract 180.02,29.7,79192,31.5,11.1,74.7,72.6,12.17285453,1.21728545
19077,MODELLING,13292.55218,1240.240681,3671.65246,887.1927438,731.5608485,3278.030099,Census Tract 39.02,33.1,105823,48.6,14.4,70.7,88.1,14.70588235,1.953125
19078,MODELLING,32351.90734,2185.054211,4081.341357,1422.490524,703.8633636,2424.93938,Census Tract 301,21.9,82602,34,7.6,38.5,16.1,28.15315315,3.94144144
19079,MODELLING,39634.07119,24433.94301,3114.380504,1941.156573,2014.057898,2051.924994,Census Tract 217,49.1,117416,50.1,14.5,78.6,80.3,6,2.66666667
19080,MODELLING,38886.63932,22811.56768,1948.615693,3011.946145,1207.395414,438.6787961,Census Tract 217,49.1,117416,50.1,14.5,78.6,80.3,3.5478966,2.02736949
19081,MODELLING,31468.29966,20427.63407,3396.4047,688.0613082,131.3093588,747.0634827,Census Tract 214,72.1,169743,64.6,42.7,88.2,84.8,4.64576074,1.16144019
19082,MODELLING,5745.902502,2618.53841,2575.074811,365.1537679,244.8566413,1589.33661,Census Tract 10.02,84.3,303459,82.8,36.4,88.3,85.7,21.57164869,5.58551618
19083,MODELLING,4779.20075,2455.415374,1537.600623,561.4191931,109.5731378,2601.996068,Census Tract 10.01,85.6,285954,88.1,46.5,84.3,90.9,31.85247276,10.05867561
19084,MODELLING,21758.30136,356.0664079,11088.64363,704.4698266,1497.831026,2050.260997,Census Tract 95,8.6,44069,7.2,7,39.8,0.9,73.29842932,4.79930192
19085,MODELLING,22085.24763,4444.219238,11209.82468,1136.822099,1612.487193,2302.44009,Census Tract 82,20.2,58131,35.5,13.3,48.2,1.5,11.71646163,0.73227885
19086,MODELLING,6924.474737,1966.978269,3659.911247,795.067104,121.3505023,5318.916068,Census Tract 23,64.8,179538,62.4,31.6,75.9,71.4,40.4432133,15.65096953
19087,MODELLING,38813.38043,5439.974546,5481.140977,1052.419274,875.0012058,8237.301118,Census Tract 311.02,13.6,73251,18.3,8.2,41.2,4.9,21.60318363,2.70039795
19088,MODELLING,45105.70267,12476.92483,6404.523412,2034.572037,276.2260671,3648.25153,Census Tract 308,23.6,86257,22.7,8.6,57.5,24.9,15.69713758,0.92336103
19089,MODELLING,25406.57537,3529.453114,6195.421285,543.950617,1493.002268,1993.159668,Census Tract 100,24.7,73008,24.8,5.8,64.2,4.9,34.29796356,1.3397642
19090,MODELLING,36976.8823,5590.445472,4375.752571,1621.857288,2072.572727,6239.050834,Census Tract 390.01,13.3,48149,21,8.3,40.7,7.6,17.0212766,1.41843972
19091,MODELLING,18165.87635,9134.754008,8413.940265,737.2157257,878.5835881,2992.723116,Census Tract 70,11.1,52108,8.6,18.1,56.3,1.1,93.48441926,9.91501416
19092,MODELLING,46240.92038,17198.52913,9583.453248,1259.339574,884.2959232,1777.943318,Census Tract 259,26.3,94534,33.3,16.6,57.5,2.4,7.49625187,2.99850075
19093,MODELLING,16854.51783,8324.114454,7137.87937,1069.666242,1528.282084,3174.50539,Census Tract 70,11.1,52108,8.6,18.1,56.3,1.1,75.29411765,6.47058824
19094,MODELLING,60024.59052,25043.42118,7209.587172,3556.518881,960.4786527,1663.956613,Census Tract 348.03,22.5,102439,35.3,10,66,83.3,1.70575693,0.42643923
19095,MODELLING,53914.96588,18859.96968,5002.061836,1586.139884,343.5916903,499.6135214,Census Tract 347.02,33.4,130079,38.8,9.5,80.1,73.6,6.35324015,0
19096,MODELLING,10400.83895,4894.195818,5044.695583,2127.178263,678.1000895,3241.360931,Census Tract 27.02,58.7,123689,71.7,20.9,82.7,75.5,56.25717566,4.5924225
19097,MODELLING,17383.56643,4505.306674,8280.96311,2056.644154,604.4447016,762.3126115,Census Tract 373,44.8,151552,60,12,86,74.7,4.60475825,0.38372985
19098,MODELLING,8960.937395,4732.821598,7264.836967,855.8130193,998.096433,3589.006001,Census Tract 138,43.3,87006,52.8,29.4,74.9,25.3,24.57185406,3.16455696
19099,MODELLING,9908.57488,1205.897853,1318.014859,1130.798226,583.491164,6911.912441,Census Tract 40.01,39.2,93833,52.8,29.7,63.7,71.9,59.15894512,6.41482537
19100,MODELLING,3416.251533,1613.696242,532.9229135,879.9703092,136.6990269,3657.603908,Census Tract 9.02,71,271228,76.4,35.9,76,70.4,44.8199853,8.2659809
19101,MODELLING,14315.26024,702.325408,951.5375198,1515.219064,472.7453252,4645.020761,Census Tract 161,59.6,114760,60.7,32.1,69.7,58,19.15403033,3.69114126
19102,MODELLING,11884.48626,862.9715498,1784.543174,788.2136336,447.895793,4532.436819,Census Tract 157,53.3,145016,57.7,24.1,58.2,57.6,43.16546763,11.69064748
19103,MODELLING,32440.73849,2660.703385,3298.247831,1183.62429,557.4900979,7667.486564,Census Tract 279.02,17.5,59685,29.9,20.8,65.1,26.9,14.50957632,1.74114916
19104,MODELLING,27797.10459,2082.703673,4302.470742,1046.733846,910.0844465,8700.043685,Census Tract 280,9.3,90127,48.7,15.3,47.2,1.1,23.95209581,2.13857998
19105,MODELLING,6322.884768,1992.162379,4657.944289,1642.376134,151.3929378,4758.012809,Census Tract 135,84.3,223891,74.5,34.9,92.4,76.9,16.21621622,2.45700246
19106,MODELLING,7088.076292,4465.897752,5432.007998,626.9388721,1023.436836,2350.466438,Census Tract 136.01,83.7,215171,86.6,34.2,90.1,77.4,14.84716157,3.49344978
19107,MODELLING,7606.60985,1076.482622,1637.974378,650.1072811,123.0751255,6781.762663,Census Tract 141,31.9,67043,57.1,24.1,45.1,25.6,25.76808722,6.68979187
19108,MODELLING,25900.94821,2138.82609,6002.708811,1666.558593,316.1239134,7459.966644,Census Tract 280,9.3,90127,48.7,15.3,47.2,1.1,48.04270463,5.78291815
19109,MODELLING,25883.16162,8171.833055,4380.050059,1777.809742,1198.629104,2459.20983,Census Tract 243,36.5,82436,51.7,20.3,63.7,10.6,11.66180758,2.18658892
19110,MODELLING,27177.4971,6851.629497,6458.238521,584.5876503,1131.795851,3869.007692,Census Tract 242,30.6,120481,42.6,23.7,48.4,17,39.27068724,6.31136045
19111,MODELLING,25007.55938,3319.322184,6626.663897,976.2188947,1395.222385,2334.582653,Census Tract 100,24.7,73008,24.8,5.8,64.2,4.9,34.29796356,1.3397642
19112,MODELLING,13353.66908,5355.114156,6056.622333,731.3966894,419.037881,3902.228903,Census Tract 42.02,22.5,86882,30.4,10.6,59.1,60.9,42.27642276,3.65853659
19113,MODELLING,22633.73665,12008.34891,2878.9799,1556.585687,259.4685763,572.770701,Census Tract 207.01,80.7,163171,76.6,36.1,86.3,76.4,4.5325779,0.28328612
19114,MODELLING,14286.63539,3869.936531,5716.437068,1358.850272,817.2854285,5882.939738,Census Tract 372,19.4,111778,37.5,8.7,58.9,52.6,36.40776699,2.83171521
19115,MODELLING,71555.10322,36418.31184,10411.50211,3347.211094,1062.296118,743.0369135,Census Tract 361,18.3,97360,30.7,19.3,71.6,53.7,7.35294118,3.67647059
19116,MODELLING,73095.64994,37910.62004,8038.078639,2308.663537,1019.464463,654.2514605,Census Tract 363.02,23.6,83011,31.8,7.3,66.6,62.8,2.14362272,0
19117,MODELLING,51341.09894,18539.20084,5941.374961,2571.767295,210.9836758,316.7008559,Census Tract 340,29,133843,40.9,10.5,73.2,59.4,5.3667263,0.89445438
19118,MODELLING,47864.6411,13441.80375,7929.454155,1390.356773,1705.117124,2797.54165,Census Tract 330,21.4,78458,28.8,8.5,47.7,31.6,52.20883534,8.03212851
19119,MODELLING,20672.88455,972.6008259,5659.319282,863.093044,1358.358314,6513.66326,Census Tract 178,16.2,40833,36.7,14.7,24.4,20.8,61.43896524,3.23362975
19120,MODELLING,19418.95401,3082.404735,6742.677997,1736.865664,1082.049143,4431.255355,Census Tract 179,19.5,48492,22.9,14.5,30.5,30.1,28.93140457,1.98320112
19121,MODELLING,18345.87237,5374.436605,7097.6222,373.3904981,543.2865433,1651.967162,Census Tract 180.02,29.7,79192,31.5,11.1,74.7,72.6,22.81368821,0
19122,MODELLING,11959.93888,1568.087481,2341.578901,461.3386691,679.7825885,4612.385371,Census Tract 39.01,39.3,116531,45,27.2,70.9,62.8,27.46212121,2.36742424
19123,MODELLING,31746.0593,2186.700228,4102.718688,1144.314308,524.1168598,1817.831013,Census Tract 301,21.9,82602,34,7.6,38.5,16.1,39.56043956,7.69230769
19124,MODELLING,37728.34767,11036.51017,11773.78787,466.5045453,965.0472507,6302.640351,Census Tract 253,32.4,69582,43.1,16.6,58,11.6,4.72589792,2.12665406
19125,MODELLING,37380.36167,22071.23158,506.7598753,2881.4238,1083.649958,1215.906584,Census Tract 217,49.1,117416,50.1,14.5,78.6,80.3,9.13705584,4.31472081
19126,MODELLING,32062.95166,20442.84315,3183.316388,1287.011334,576.0836477,1423.909891,Census Tract 214,72.1,169743,64.6,42.7,88.2,84.8,8.52618758,2.43605359
19127,MODELLING,32827.04132,21229.24055,3913.00622,2020.832146,818.8457849,1480.807439,Census Tract 214,72.1,169743,64.6,42.7,88.2,84.8,8.52618758,2.43605359
19128,MODELLING,33401.40671,22494.21634,5215.378717,971.4635243,248.8455761,563.0304196,Census Tract 214,72.1,169743,64.6,42.7,88.2,84.8,2.97029703,0.4950495
19129,MODELLING,27398.51853,17266.64981,4012.728675,2208.531311,209.3765337,496.6795543,Census Tract 209,68.9,157437,61.6,49,78.9,72.2,8.64553314,0.36023055
19130,MODELLING,11925.59931,6697.905202,9525.173586,698.1045672,1114.67757,3004.280467,Census Tract 149,22,53005,33.7,22.6,40.9,4,91.83673469,5.10204082
19131,MODELLING,16058.39919,3474.703079,4103.555417,1872.37864,275.9100916,3220.640513,Census Tract 160.01,53.4,123919,64.3,21.4,77.1,88,18.80877743,3.76175549
19132,MODELLING,15603.18813,985.0740483,2236.383193,467.4609554,760.1135191,4651.083414,Census Tract 161,59.6,114760,60.7,32.1,69.7,58,52.74971942,9.82042649
19133,MODELLING,13761.66401,1766.697071,2511.053031,760.6105032,424.6400827,3535.151755,Census Tract 160.02,59.8,120477,61.6,25.4,72.4,82.1,25.17623364,8.05639476
19134,MODELLING,13589.5593,874.2423925,779.8447436,1522.237961,617.2216629,5130.104064,Census Tract 161,59.6,114760,60.7,32.1,69.7,58,19.15403033,3.69114126
19135,MODELLING,14316.00287,1986.985622,2449.400486,627.3217813,267.4266871,3854.983646,Census Tract 160.02,59.8,120477,61.6,25.4,72.4,82.1,42.17687075,10.88435374
19136,MODELLING,10194.65462,6539.306126,7745.516621,977.6749926,546.0807306,2516.619656,Census Tract 137.02,53.7,79947,71,27.3,65.6,36.7,45.12195122,4.87804878
19137,MODELLING,5422.038875,3376.275676,1694.662182,324.4582057,621.9725373,3093.440353,Census Tract 19,84.9,195376,77.4,35.8,83.8,56.6,25.21566025,7.13337757
19138,MODELLING,29995.29085,6026.472342,6757.338233,561.2360456,1303.831334,5688.535324,Census Tract 246,23,67096,32.2,21,25.8,12.4,37.27506427,5.7840617
19139,MODELLING,17162.83413,4516.803361,5545.882622,341.905591,1213.742578,6025.573277,Census Tract 172.01,8.3,140463,20.5,23.5,45.2,0.5,42.39130435,2.98913043
19140,MODELLING,41990.19729,9523.610005,10946.15123,2844.908801,2288.834452,2152.002423,Census Tract 266,15.4,61448,19,8.6,53.5,0.8,9.78915663,0.18825301
19141,MODELLING,19766.70458,1946.414529,3638.484188,602.1145017,806.4291888,5457.811583,Census Tract 177.02,7.9,30925,10.1,8.9,23.5,9.4,66.84027778,1.73611111
19142,MODELLING,8149.756495,1598.402528,3238.995046,1656.46575,928.7826588,2164.320619,Census Tract 142.01,80.1,218310,72.1,38.9,95.6,78.2,9.63275135,1.80614088
19143,MODELLING,4189.740689,2731.861263,1102.893164,1234.092447,114.8981357,3933.026133,Census Tract 11.02,91.8,427084,73,49.5,89.7,74.8,76.24309392,35.35911602
19144,MODELLING,5777.777973,2151.473944,2760.64747,838.0285923,460.9251744,1307.347605,Census Tract 10.02,84.3,303459,82.8,36.4,88.3,85.7,30.69053708,5.7544757
19145,MODELLING,39536.439,4515.901433,10662.63118,609.8619925,562.8766016,7125.524624,Census Tract 317,11.6,73442,26.3,7.2,49.9,27.7,21.81818182,2.42424242
19146,MODELLING,22527.78545,11272.5457,2032.6041,1141.972662,902.6661079,1127.072562,Census Tract 207.01,80.7,163171,76.6,36.1,86.3,76.4,4.5325779,0.28328612
19147,MODELLING,22321.26923,2409.351171,2985.730356,469.464635,2142.080772,6202.248543,Census Tract 202,15.9,53605,39,13.8,36.3,2.3,37.47714808,1.59963437
19148,MODELLING,17146.20743,3968.432611,4810.894524,833.7541195,1296.137824,1127.304594,Census Tract 176.01,4.2,29983,7.5,3.7,17.5,5,79.24528302,7.86163522
19149,MODELLING,11895.35876,1801.893304,2971.097534,657.6857684,318.3874842,3027.454188,Census Tract 158,67.9,151926,71.9,34.6,82.8,77,15.89704769,3.97426192
19150,MODELLING,28302.25075,2666.258109,5156.862827,364.422786,393.8331671,1206.152233,Census Tract 190,3.2,81869,25,10.9,37.9,16.3,23.48993289,2.72651007
19151,MODELLING,11304.46544,7950.902774,5225.889147,523.9720587,557.3441847,2425.054212,Census Tract 33,30.1,73735,50.9,16.1,53.9,32.1,12.18637993,0.71684588
19152,MODELLING,27403.0696,17281.06493,4018.520412,2220.969622,224.9426389,482.5929715,Census Tract 209,68.9,157437,61.6,49,78.9,72.2,8.64553314,0.36023055
19153,MODELLING,37103.31671,22810.17719,1450.93371,2103.234793,268.5447067,2148.599479,Census Tract 215,69.8,145885,64.4,34.8,80.9,70.2,11.1662531,4.03225806
19154,MODELLING,33706.56421,20534.61604,3432.045047,1134.56334,640.111111,3046.145041,Census Tract 213,53.4,139888,61.3,29.4,77.6,81.1,14.41441441,2.7027027
19155,MODELLING,31501.17198,18886.28745,1553.535831,1943.41413,540.3077977,2640.076447,Census Tract 213,53.4,139888,61.3,29.4,77.6,81.1,13.81909548,3.14070352
19156,MODELLING,35624.42375,21847.70027,1886.107856,1507.496139,658.150442,2565.962613,Census Tract 215,69.8,145885,64.4,34.8,80.9,70.2,11.1662531,4.03225806
19157,MODELLING,15069.4777,981.3147805,1984.877148,673.2861101,472.9100513,3097.105584,Census Tract 163,6.1,62894,20.3,11,24.5,7,61.45251397,4.42271881
19158,MODELLING,13417.44578,3268.027502,4262.395596,1730.831052,842.4354248,1658.763236,Census Tract 158,67.9,151926,71.9,34.6,82.8,77,16.60079051,5.13833992
19159,MODELLING,7307.763831,4419.742375,5636.889638,450.5314342,1337.916484,2603.478475,Census Tract 136.02,82.1,188796,74.4,37.3,88.6,73.2,24.31610942,5.69908815
19160,MODELLING,21031.96316,2388.787638,2598.863802,418.8562427,877.6811153,5944.802495,Census Tract 202,15.9,53605,39,13.8,36.3,2.3,37.47714808,1.59963437
19161,MODELLING,10309.03624,7108.086008,7149.430543,1547.426141,927.4051475,1889.682437,Census Tract 137.02,53.7,79947,71,27.3,65.6,36.7,19.70954357,2.3340249
19162,MODELLING,32286.47448,20676.99395,3396.119699,1488.711995,580.4957479,1431.862469,Census Tract 214,72.1,169743,64.6,42.7,88.2,84.8,8.52618758,2.43605359
19163,MODELLING,57968.86545,22888.80093,6467.944532,3499.863122,2841.04853,140.2589935,Census Tract 346,30.8,99890,19.6,14.2,64.5,43,6.25690099,1.104159
19164,MODELLING,10552.0896,6258.510224,6133.139934,2256.30172,214.2716927,3457.635296,Census Tract 33,30.1,73735,50.9,16.1,53.9,32.1,12.29508197,0.68306011
19165,MODELLING,7595.760196,945.557258,2166.834865,915.9766403,982.6510021,6953.086143,Census Tract 30.02,48.9,104351,53.4,32.7,59.2,34.3,53.15614618,9.96677741
19166,MODELLING,6152.291163,1879.815064,2739.187928,1335.585822,128.4953324,4882.923537,Census Tract 21,52,140372,49.8,29.8,73.8,44.1,25.35832415,2.20507166
19167,MODELLING,41908.81023,10894.82464,3231.849314,1393.047817,3034.619909,3033.873164,Census Tract 307,33.8,66015,34.1,13.1,57.1,23.8,11.95219124,1.79282869
19168,MODELLING,28457.21094,2021.660164,5767.009804,1122.084391,163.4808547,608.2124609,Census Tract 190,3.2,81869,25,10.9,37.9,16.3,18.84816754,2.35602094
19169,MODELLING,19623.5793,3474.131284,9864.109164,2198.625715,1254.918492,4976.446916,Census Tract 102,15.9,53175,32.3,9.9,47,0.5,22.03856749,2.58264463
19170,MODELLING,22235.91991,5286.790285,10533.80753,907.7365462,1035.911594,1733.852397,Census Tract 82,20.2,58131,35.5,13.3,48.2,1.5,16.06086221,1.26796281
19171,MODELLING,22604.36836,1383.972958,11281.90882,2252.80035,1069.496621,1368.463496,Census Tract 83.01,17.6,55990,25.5,12.3,65.2,3.4,16.90294438,0
19172,MODELLING,5511.326229,3826.464775,2282.313125,575.5003832,642.1710032,3116.386994,Census Tract 18,80.1,261624,80.1,44.5,89.4,73.3,38.77366997,25.24797115
19173,MODELLING,8849.836822,2096.790152,2541.852021,227.3910814,716.3806001,5600.623871,Census Tract 28.02,54,128443,57.5,23.4,66.6,60.7,65.43778802,9.67741935
19174,MODELLING,9370.260756,3568.600238,3902.044562,992.7844418,1087.14556,4231.485435,Census Tract 28.01,35.3,80453,45.2,13.8,46.1,45.9,49.76141786,4.94205862
19175,MODELLING,53363.89424,21399.70755,5984.32633,2637.781998,1667.234852,1936.502643,Census Tract 342,39.8,100474,46.5,14.2,79.5,64.7,0,0
19176,MODELLING,50781.58362,16237.85347,7172.231045,486.7232134,992.0411732,1569.568788,Census Tract 331.02,36.3,106098,32,4.1,74.8,62.6,15.625,0
19177,MODELLING,47545.99751,13597.30393,9363.954573,1212.925724,1005.085218,2693.093093,Census Tract 330,21.4,78458,28.8,8.5,47.7,31.6,12.32227488,0.9478673
19178,MODELLING,64870.05343,30107.16022,1924.972104,592.1902604,570.2412385,1262.489361,Census Tract 353.01,22.7,102917,36.8,6.7,84.2,79.5,1.671542,0.4178855
19179,MODELLING,9904.270703,6025.098081,5630.994987,2383.527004,679.6851882,3021.236118,Census Tract 32,35.1,80765,48,30.6,55.9,19.7,36.68639053,0.59171598
19180,MODELLING,20633.58231,12817.16774,11575.18023,533.1217823,706.574762,3830.862897,Census Tract 67,9.9,57494,17.5,4.2,57.6,1.2,24.35897436,1.44230769
19181,MODELLING,41353.54409,10997.49244,11849.84424,1063.145777,1591.876284,4184.904156,Census Tract 264,17.3,77995,30.1,9.6,52.3,1.2,34.13654618,2.00803213
19182,MODELLING,45493.44124,20119.77146,3827.709206,899.416204,34.6517326,1652.72234,Census Tract 257,61.2,157992,65.8,34.7,74.1,51.4,4.32900433,3.67965368
19183,MODELLING,49266.26457,25143.87994,1226.061502,435.8215948,1631.685121,524.85306,Census Tract 387,77.9,259016,67.4,37.2,89.1,74.8,0.52328624,1.70068027
19184,MODELLING,45518.48254,20263.39157,3668.380836,717.9282235,175.9167342,1481.411509,Census Tract 257,61.2,157992,65.8,34.7,74.1,51.4,4.32900433,3.67965368
19185,MODELLING,47608.34278,22531.59055,1613.193569,1104.93257,1529.584165,1243.735908,Census Tract 387,77.9,259016,67.4,37.2,89.1,74.8,0.52328624,1.70068027
19186,MODELLING,5041.235259,1372.611913,3403.65812,813.0884484,550.5490136,4499.597964,Census Tract 133,75.1,193487,66.1,30.5,88.3,50.9,18.22079314,2.27759914
